sample_id,split
9996_0001_078969,train
9996_0001_003353,train
9996_0001_015210,train
9996_0001_063945,train
9996_0001_057322,train
9996_0001_100632,train
9996_0001_107983,train
9996_0001_100028,train
9996_0001_028736,train
9996_0001_113047,train
9996_0001_066263,train
9996_0001_008997,val
9996_0001_087131,train
9996_0001_015384,train
9996_0001_009516,train
9996_0001_102130,train
9996_0001_075927,train
9996_0001_003131,train
9996_0001_032294,train
9996_0001_098963,train
9996_0001_019012,train
9996_0001_107673,train
9996_0001_097057,train
9996_0001_082436,train
9996_0001_009171,val
9996_0001_113271,train
9996_0001_078415,train
9996_0001_057927,train
9996_0001_024131,train
9996_0001_044893,train
9996_0001_049152,val
9996_0001_084351,train
9996_0001_070398,train
9996_0001_097461,train
9996_0001_051744,train
9996_0001_053380,train
9996_0001_009874,train
9996_0001_111153,train
9996_0001_059217,train
9996_0001_082832,train
9996_0001_058531,train
9996_0001_007302,val
9996_0001_012643,train
9996_0001_009075,val
9996_0001_007027,val
9996_0001_048149,train
9996_0001_059237,train
9996_0001_096958,train
9996_0001_112391,train
9996_0001_090295,train
9996_0001_110075,train
9996_0001_064193,train
9996_0001_006852,val
9996_0001_014243,val
9996_0001_077010,train
9996_0001_101056,train
9996_0001_022681,train
9996_0001_074059,train
9996_0001_075175,train
9996_0001_049442,train
9996_0001_042036,train
9996_0001_102274,train
9996_0001_011303,val
9996_0001_018831,val
9996_0001_085952,train
9996_0001_048207,val
9996_0001_006898,val
9996_0001_087702,train
9996_0001_028050,train
9996_0001_090914,train
9996_0001_091181,train
9996_0001_041143,train
9996_0001_061129,train
9996_0001_028023,train
9996_0001_014026,train
9996_0001_103336,train
9996_0001_117399,train
9996_0001_102953,train
9996_0001_083619,train
9996_0001_113477,train
9996_0001_084363,train
9996_0001_040358,train
9996_0001_067426,train
9996_0001_076968,train
9996_0001_102885,train
9996_0001_047487,val
9996_0001_051370,train
9996_0001_054136,train
9996_0001_021542,train
9996_0001_089918,train
9996_0001_062667,train
9996_0001_077773,train
9996_0001_000769,val
9996_0001_050736,val
9996_0001_035761,train
9996_0001_071804,train
9996_0001_084579,train
9996_0001_017972,train
9996_0001_079365,train
9996_0001_002144,val
9996_0001_077404,train
9996_0001_005064,val
9996_0001_032900,train
9996_0001_005545,train
9996_0001_077153,train
9996_0001_012571,train
9996_0001_005767,val
9996_0001_023090,train
9996_0001_105075,train
9996_0001_106118,train
9996_0001_052447,train
9996_0001_071605,train
9996_0001_046323,val
9996_0001_027487,train
9996_0001_036196,train
9996_0001_057922,train
9996_0001_059223,train
9996_0001_047967,train
9996_0001_050273,val
9996_0001_079529,train
9996_0001_027438,train
9996_0001_020957,train
9996_0001_045654,train
9996_0001_013906,train
9996_0001_000033,val
9996_0001_058773,train
9996_0001_103357,train
9996_0001_049656,val
9996_0001_017210,train
9996_0001_058338,train
9996_0001_065127,train
9996_0001_019874,train
9996_0001_077903,train
9996_0001_095165,train
9996_0001_058859,train
9996_0001_028184,train
9996_0001_073329,train
9996_0001_000715,val
9996_0001_058370,train
9996_0001_078097,train
9996_0001_027539,train
9996_0001_032861,train
9996_0001_103174,train
9996_0001_105767,train
9996_0001_048448,val
9996_0001_035896,train
9996_0001_079262,train
9996_0001_014918,val
9996_0001_036150,train
9996_0001_058712,train
9996_0001_041226,train
9996_0001_064740,train
9996_0001_068681,train
9996_0001_102719,train
9996_0001_060338,train
9996_0001_087118,train
9996_0001_094599,train
9996_0001_071102,train
9996_0001_061481,train
9996_0001_098309,train
9996_0001_007988,train
9996_0001_090560,train
9996_0001_060290,train
9996_0001_074080,train
9996_0001_063300,train
9996_0001_028420,train
9996_0001_047312,val
9996_0001_040932,train
9996_0001_098535,train
9996_0001_011656,train
9996_0001_000547,val
9996_0001_107175,train
9996_0001_091916,train
9996_0001_078098,train
9996_0001_012984,train
9996_0001_092932,train
9996_0001_114503,train
9996_0001_090166,train
9996_0001_071053,train
9996_0001_061314,train
9996_0001_061420,train
9996_0001_099375,train
9996_0001_009047,val
9996_0001_090139,train
9996_0001_051482,train
9996_0001_074902,train
9996_0001_046796,val
9996_0001_004828,val
9996_0001_040508,train
9996_0001_026964,train
9996_0001_058385,train
9996_0001_090574,train
9996_0001_117844,train
9996_0001_067805,train
9996_0001_090756,train
9996_0001_052977,train
9996_0001_068123,train
9996_0001_053151,train
9996_0001_053541,train
9996_0001_015186,train
9996_0001_014790,train
9996_0001_096230,train
9996_0001_015348,train
9996_0001_093158,train
9996_0001_085664,train
9996_0001_091344,train
9996_0001_091713,train
9996_0001_047684,train
9996_0001_048548,val
9996_0001_010518,val
9996_0001_054446,train
9996_0001_080583,train
9996_0001_019215,train
9996_0001_091407,train
9996_0001_069860,train
9996_0001_026868,train
9996_0001_091894,train
9996_0001_086485,train
9996_0001_031658,train
9996_0001_058408,train
9996_0001_077742,train
9996_0001_005978,val
9996_0001_104376,train
9996_0001_049255,val
9996_0001_066904,train
9996_0001_079838,train
9996_0001_082751,train
9996_0001_076042,train
9996_0001_112025,train
9996_0001_046381,train
9996_0001_088484,train
9996_0001_022999,train
9996_0001_059690,train
9996_0001_023221,train
9996_0001_000576,val
9996_0001_074249,train
9996_0001_017416,train
9996_0001_085685,train
9996_0001_107119,train
9996_0001_067507,train
9996_0001_094965,train
9996_0001_002571,val
9996_0001_028069,train
9996_0001_035976,train
9996_0001_068647,train
9996_0001_100992,train
9996_0001_058164,train
9996_0001_011296,val
9996_0001_010306,train
9996_0001_105526,train
9996_0001_102918,train
9996_0001_100790,train
9996_0001_061684,train
9996_0001_053499,train
9996_0001_111843,train
9996_0001_082740,train
9996_0001_108214,train
9996_0001_001314,val
9996_0001_114236,train
9996_0001_084087,train
9996_0001_083097,train
9996_0001_045619,train
9996_0001_003387,train
9996_0001_066136,train
9996_0001_091701,train
9996_0001_051232,train
9996_0001_074344,train
9996_0001_021913,train
9996_0001_052660,train
9996_0001_105735,train
9996_0001_111779,train
9996_0001_057653,train
9996_0001_006819,val
9996_0001_015206,train
9996_0001_014220,val
9996_0001_018724,val
9996_0001_057551,train
9996_0001_052494,train
9996_0001_048922,train
9996_0001_054738,train
9996_0001_053566,train
9996_0001_073132,train
9996_0001_068201,train
9996_0001_028320,train
9996_0001_055386,train
9996_0001_099632,train
9996_0001_063787,train
9996_0001_084757,train
9996_0001_014582,val
9996_0001_086435,train
9996_0001_057424,train
9996_0001_018783,train
9996_0001_114099,train
9996_0001_028018,train
9996_0001_015827,train
9996_0001_083950,train
9996_0001_011362,train
9996_0001_023163,train
9996_0001_051344,train
9996_0001_103154,train
9996_0001_017227,train
9996_0001_010192,train
9996_0001_052696,train
9996_0001_036231,train
9996_0001_092459,train
9996_0001_103611,train
9996_0001_059711,train
9996_0001_055725,train
9996_0001_075081,train
9996_0001_048175,train
9996_0001_086069,train
9996_0001_092160,train
9996_0001_055928,train
9996_0001_050928,train
9996_0001_003181,train
9996_0001_059131,train
9996_0001_066969,train
9996_0001_073061,train
9996_0001_105147,train
9996_0001_048782,val
9996_0001_060532,train
9996_0001_077950,train
9996_0001_009807,train
9996_0001_051492,train
9996_0001_116316,train
9996_0001_100333,train
9996_0001_065352,train
9996_0001_075520,train
9996_0001_036367,train
9996_0001_041998,train
9996_0001_001968,train
9996_0001_023807,train
9996_0001_040745,train
9996_0001_104494,train
9996_0001_017131,train
9996_0001_078535,train
9996_0001_103288,train
9996_0001_103265,train
9996_0001_017109,train
9996_0001_064527,train
9996_0001_004750,train
9996_0001_063282,train
9996_0001_010218,train
9996_0001_011101,train
9996_0001_011073,train
9996_0001_101285,train
9996_0001_078333,train
9996_0001_080772,train
9996_0001_091937,train
9996_0001_100326,train
9996_0001_027118,train
9996_0001_078784,train
9996_0001_014925,train
9996_0001_059299,train
9996_0001_056493,train
9996_0001_063484,train
9996_0001_002786,train
9996_0001_032660,train
9996_0001_076349,train
9996_0001_048272,val
9996_0001_070279,train
9996_0001_001853,train
9996_0001_100236,train
9996_0001_116933,train
9996_0001_064440,train
9996_0001_032675,train
9996_0001_006182,val
9996_0001_074807,train
9996_0001_003613,train
9996_0001_062344,train
9996_0001_071933,train
9996_0001_062115,train
9996_0001_088845,train
9996_0001_007775,train
9996_0001_040950,train
9996_0001_058379,train
9996_0001_017971,val
9996_0001_037278,train
9996_0001_048298,val
9996_0001_058694,train
9996_0001_100096,train
9996_0001_060287,train
9996_0001_081787,train
9996_0001_010517,val
9996_0001_003555,train
9996_0001_053381,train
9996_0001_020796,train
9996_0001_071271,train
9996_0001_113263,train
9996_0001_117328,train
9996_0001_071281,train
9996_0001_089788,train
9996_0001_009122,val
9996_0001_105979,train
9996_0001_105051,train
9996_0001_009909,train
9996_0001_074358,train
9996_0001_007472,val
9996_0001_001642,val
9996_0001_076057,train
9996_0001_047698,val
9996_0001_082172,train
9996_0001_005017,val
9996_0001_049347,val
9996_0001_094745,train
9996_0001_103990,train
9996_0001_094284,train
9996_0001_067612,train
9996_0001_118583,train
9996_0001_028374,train
9996_0001_036541,train
9996_0001_011137,val
9996_0001_070558,train
9996_0001_084434,train
9996_0001_016131,val
9996_0001_051512,train
9996_0001_020832,train
9996_0001_014415,train
9996_0001_014129,val
9996_0001_104674,train
9996_0001_105318,train
9996_0001_089659,train
9996_0001_010339,train
9996_0001_085762,train
9996_0001_007044,val
9996_0001_005325,train
9996_0001_088327,train
9996_0001_037425,train
9996_0001_028549,train
9996_0001_097609,train
9996_0001_065638,train
9996_0001_086845,train
9996_0001_111642,train
9996_0001_095919,train
9996_0001_009127,val
9996_0001_108062,train
9996_0001_091958,train
9996_0001_090967,train
9996_0001_117224,train
9996_0001_067073,train
9996_0001_037504,train
9996_0001_084959,train
9996_0001_022361,train
9996_0001_113171,train
9996_0001_020255,train
9996_0001_098944,train
9996_0001_007279,val
9996_0001_117965,train
9996_0001_077755,train
9996_0001_044896,val
9996_0001_010527,val
9996_0001_073637,train
9996_0001_088663,train
9996_0001_021179,train
9996_0001_009532,train
9996_0001_070271,train
9996_0001_052469,train
9996_0001_059407,train
9996_0001_067109,train
9996_0001_063841,train
9996_0001_023518,train
9996_0001_028433,train
9996_0001_070314,train
9996_0001_109545,train
9996_0001_065466,train
9996_0001_074648,train
9996_0001_057851,train
9996_0001_078743,train
9996_0001_079118,train
9996_0001_054395,train
9996_0001_108605,train
9996_0001_036552,train
9996_0001_113320,train
9996_0001_111400,train
9996_0001_088583,train
9996_0001_013837,train
9996_0001_032097,train
9996_0001_064364,train
9996_0001_050847,val
9996_0001_011595,train
9996_0001_086970,train
9996_0001_111168,train
9996_0001_058882,train
9996_0001_082363,train
9996_0001_032087,train
9996_0001_079929,train
9996_0001_042052,train
9996_0001_066700,train
9996_0001_110051,train
9996_0001_078810,train
9996_0001_111001,train
9996_0001_061787,train
9996_0001_021825,train
9996_0001_076045,train
9996_0001_000017,val
9996_0001_052604,train
9996_0001_073341,train
9996_0001_069669,train
9996_0001_075533,train
9996_0001_015730,train
9996_0001_001432,val
9996_0001_016937,train
9996_0001_080752,train
9996_0001_099354,train
9996_0001_049033,val
9996_0001_116434,train
9996_0001_050103,val
9996_0001_035946,train
9996_0001_031444,train
9996_0001_015941,train
9996_0001_024350,train
9996_0001_059514,train
9996_0001_046931,val
9996_0001_076120,train
9996_0001_006911,val
9996_0001_045431,train
9996_0001_000407,train
9996_0001_063511,train
9996_0001_059199,train
9996_0001_018716,val
9996_0001_116565,train
9996_0001_071044,train
9996_0001_072592,train
9996_0001_015744,train
9996_0001_064382,train
9996_0001_056057,train
9996_0001_077880,train
9996_0001_015836,train
9996_0001_068646,train
9996_0001_036946,train
9996_0001_018769,val
9996_0001_082294,train
9996_0001_101940,train
9996_0001_105275,train
9996_0001_097797,train
9996_0001_105017,train
9996_0001_082131,train
9996_0001_099441,train
9996_0001_003514,train
9996_0001_116859,train
9996_0001_008445,train
9996_0001_084710,train
9996_0001_061871,train
9996_0001_009622,train
9996_0001_071893,train
9996_0001_077407,train
9996_0001_107357,train
9996_0001_011857,train
9996_0001_009118,val
9996_0001_037518,train
9996_0001_049765,train
9996_0001_102228,train
9996_0001_119113,train
9996_0001_099868,train
9996_0001_036833,train
9996_0001_018819,val
9996_0001_061657,train
9996_0001_001058,val
9996_0001_012326,train
9996_0001_053909,train
9996_0001_050018,val
9996_0001_063580,train
9996_0001_073705,train
9996_0001_059879,train
9996_0001_107086,train
9996_0001_070548,train
9996_0001_037356,train
9996_0001_083517,train
9996_0001_093785,train
9996_0001_023433,train
9996_0001_073335,train
9996_0001_032177,train
9996_0001_071585,train
9996_0001_070931,train
9996_0001_100475,train
9996_0001_106539,train
9996_0001_058300,train
9996_0001_047175,val
9996_0001_097866,train
9996_0001_005906,val
9996_0001_084755,train
9996_0001_083437,train
9996_0001_060032,train
9996_0001_062627,train
9996_0001_113292,train
9996_0001_101505,train
9996_0001_116201,train
9996_0001_006288,val
9996_0001_014427,train
9996_0001_068995,train
9996_0001_047966,train
9996_0001_015317,train
9996_0001_052159,train
9996_0001_037114,train
9996_0001_014318,val
9996_0001_094300,train
9996_0001_047514,val
9996_0001_082191,train
9996_0001_062410,train
9996_0001_075101,train
9996_0001_032788,train
9996_0001_084265,train
9996_0001_006469,train
9996_0001_091412,train
9996_0001_021373,train
9996_0001_105677,train
9996_0001_049688,train
9996_0001_074188,train
9996_0001_036642,train
9996_0001_050641,train
9996_0001_116279,train
9996_0001_058232,train
9996_0001_067657,train
9996_0001_102937,train
9996_0001_074633,train
9996_0001_083701,train
9996_0001_036517,train
9996_0001_005362,val
9996_0001_032225,train
9996_0001_020931,train
9996_0001_113169,train
9996_0001_110184,train
9996_0001_001993,train
9996_0001_021800,train
9996_0001_088750,train
9996_0001_018188,train
9996_0001_036883,train
9996_0001_057089,train
9996_0001_118431,train
9996_0001_077701,train
9996_0001_065991,train
9996_0001_084207,train
9996_0001_059630,train
9996_0001_078530,train
9996_0001_001570,val
9996_0001_082286,train
9996_0001_074598,train
9996_0001_061845,train
9996_0001_015137,train
9996_0001_107604,train
9996_0001_076953,train
9996_0001_084261,train
9996_0001_028250,train
9996_0001_110860,train
9996_0001_085659,train
9996_0001_051750,train
9996_0001_089078,train
9996_0001_076906,train
9996_0001_097250,train
9996_0001_045780,train
9996_0001_098404,train
9996_0001_021328,train
9996_0001_020267,train
9996_0001_027138,train
9996_0001_076959,train
9996_0001_102781,train
9996_0001_003105,train
9996_0001_066209,train
9996_0001_102400,train
9996_0001_033239,train
9996_0001_110623,train
9996_0001_056366,train
9996_0001_013408,train
9996_0001_071474,train
9996_0001_011677,train
9996_0001_015573,train
9996_0001_059093,train
9996_0001_107993,train
9996_0001_000304,val
9996_0001_061483,train
9996_0001_105465,train
9996_0001_069791,train
9996_0001_006602,val
9996_0001_113401,train
9996_0001_059885,train
9996_0001_086920,train
9996_0001_094218,train
9996_0001_099585,train
9996_0001_108843,train
9996_0001_066825,train
9996_0001_041284,train
9996_0001_093201,train
9996_0001_053654,train
9996_0001_011963,train
9996_0001_086949,train
9996_0001_086577,train
9996_0001_107475,train
9996_0001_077967,train
9996_0001_008387,train
9996_0001_049197,val
9996_0001_047729,val
9996_0001_084293,train
9996_0001_118558,train
9996_0001_077452,train
9996_0001_053790,train
9996_0001_102598,train
9996_0001_062000,train
9996_0001_081447,train
9996_0001_021299,train
9996_0001_053948,train
9996_0001_052351,train
9996_0001_066857,train
9996_0001_064326,train
9996_0001_079973,train
9996_0001_069780,train
9996_0001_012157,train
9996_0001_070237,train
9996_0001_018457,val
9996_0001_100477,train
9996_0001_018466,val
9996_0001_118954,train
9996_0001_024259,train
9996_0001_107755,train
9996_0001_068203,train
9996_0001_015561,train
9996_0001_016608,train
9996_0001_040948,train
9996_0001_010693,val
9996_0001_073324,train
9996_0001_020296,train
9996_0001_063440,train
9996_0001_063947,train
9996_0001_070962,train
9996_0001_117446,train
9996_0001_096283,train
9996_0001_004665,train
9996_0001_111637,train
9996_0001_055058,train
9996_0001_054220,train
9996_0001_096222,train
9996_0001_007376,val
9996_0001_035749,train
9996_0001_050970,train
9996_0001_027099,train
9996_0001_011546,train
9996_0001_021549,train
9996_0001_032841,train
9996_0001_098589,train
9996_0001_077328,train
9996_0001_117266,train
9996_0001_023501,train
9996_0001_069759,train
9996_0001_041106,train
9996_0001_073352,train
9996_0001_042140,train
9996_0001_075253,train
9996_0001_002831,train
9996_0001_110776,train
9996_0001_097311,train
9996_0001_087020,train
9996_0001_081387,train
9996_0001_107550,train
9996_0001_045810,train
9996_0001_063281,train
9996_0001_090655,train
9996_0001_108462,train
9996_0001_060383,train
9996_0001_104743,train
9996_0001_089748,train
9996_0001_020246,train
9996_0001_004932,val
9996_0001_048011,train
9996_0001_007888,train
9996_0001_047164,val
9996_0001_075481,train
9996_0001_045668,train
9996_0001_018112,train
9996_0001_016227,val
9996_0001_058647,train
9996_0001_005444,val
9996_0001_041118,train
9996_0001_032494,train
9996_0001_037029,train
9996_0001_021157,train
9996_0001_036275,train
9996_0001_084850,train
9996_0001_009608,train
9996_0001_006983,val
9996_0001_021153,train
9996_0001_018199,val
9996_0001_051004,val
9996_0001_011143,val
9996_0001_066520,train
9996_0001_036327,train
9996_0001_019245,train
9996_0001_052850,train
9996_0001_102520,train
9996_0001_028008,train
9996_0001_032650,train
9996_0001_119075,train
9996_0001_074485,train
9996_0001_058956,train
9996_0001_036503,train
9996_0001_014833,val
9996_0001_014112,val
9996_0001_071800,train
9996_0001_093730,train
9996_0001_093874,train
9996_0001_102667,train
9996_0001_059501,train
9996_0001_001057,train
9996_0001_037546,train
9996_0001_041623,train
9996_0001_084868,train
9996_0001_093182,train
9996_0001_028709,train
9996_0001_045830,train
9996_0001_075665,train
9996_0001_027105,train
9996_0001_077604,train
9996_0001_020915,train
9996_0001_117924,train
9996_0001_077211,train
9996_0001_096611,train
9996_0001_116374,train
9996_0001_001028,val
9996_0001_057402,train
9996_0001_061752,train
9996_0001_023037,train
9996_0001_007285,val
9996_0001_068202,train
9996_0001_113074,train
9996_0001_040308,train
9996_0001_057109,train
9996_0001_007418,train
9996_0001_076945,train
9996_0001_082928,train
9996_0001_051768,train
9996_0001_077686,train
9996_0001_081214,train
9996_0001_069442,train
9996_0001_085531,train
9996_0001_064588,train
9996_0001_059332,train
9996_0001_081854,train
9996_0001_078124,train
9996_0001_037045,train
9996_0001_001868,train
9996_0001_082487,train
9996_0001_032821,train
9996_0001_010184,train
9996_0001_109242,train
9996_0001_006782,train
9996_0001_113153,train
9996_0001_116454,train
9996_0001_014083,train
9996_0001_037301,train
9996_0001_108193,train
9996_0001_092105,train
9996_0001_066391,train
9996_0001_046792,train
9996_0001_084074,train
9996_0001_085534,train
9996_0001_068617,train
9996_0001_108103,train
9996_0001_012379,train
9996_0001_023930,train
9996_0001_010992,val
9996_0001_004644,val
9996_0001_016868,train
9996_0001_071286,train
9996_0001_110785,train
9996_0001_001299,train
9996_0001_059243,train
9996_0001_069763,train
9996_0001_072322,train
9996_0001_012646,train
9996_0001_050125,val
9996_0001_077242,train
9996_0001_063187,train
9996_0001_077935,train
9996_0001_023088,train
9996_0001_077772,train
9996_0001_085611,train
9996_0001_099451,train
9996_0001_049224,val
9996_0001_062365,train
9996_0001_010998,val
9996_0001_116504,train
9996_0001_086145,train
9996_0001_069373,train
9996_0001_080227,train
9996_0001_008958,val
9996_0001_086241,train
9996_0001_074629,train
9996_0001_003288,train
9996_0001_041218,train
9996_0001_021680,train
9996_0001_084033,train
9996_0001_064917,train
9996_0001_023098,train
9996_0001_081018,train
9996_0001_081307,train
9996_0001_085419,train
9996_0001_094910,train
9996_0001_016115,val
9996_0001_097782,train
9996_0001_086992,train
9996_0001_076716,train
9996_0001_090442,train
9996_0001_099073,train
9996_0001_046515,val
9996_0001_036056,train
9996_0001_054326,train
9996_0001_092359,train
9996_0001_092830,train
9996_0001_007934,train
9996_0001_088631,train
9996_0001_109362,train
9996_0001_082749,train
9996_0001_046920,train
9996_0001_101644,train
9996_0001_093690,train
9996_0001_081618,train
9996_0001_019226,train
9996_0001_097985,train
9996_0001_102259,train
9996_0001_022956,train
9996_0001_006922,val
9996_0001_092041,train
9996_0001_092415,train
9996_0001_075994,train
9996_0001_015897,train
9996_0001_053116,train
9996_0001_047784,val
9996_0001_117869,train
9996_0001_076878,train
9996_0001_104982,train
9996_0001_055242,train
9996_0001_016494,train
9996_0001_066877,train
9996_0001_110577,train
9996_0001_111475,train
9996_0001_073385,train
9996_0001_106261,train
9996_0001_099336,train
9996_0001_092206,train
9996_0001_059914,train
9996_0001_001746,val
9996_0001_024216,train
9996_0001_082577,train
9996_0001_069568,train
9996_0001_018101,val
9996_0001_064010,train
9996_0001_048843,val
9996_0001_079406,train
9996_0001_074812,train
9996_0001_016508,train
9996_0001_020963,train
9996_0001_118854,train
9996_0001_068411,train
9996_0001_015311,train
9996_0001_080550,train
9996_0001_001789,train
9996_0001_021905,train
9996_0001_092614,train
9996_0001_022805,train
9996_0001_112562,train
9996_0001_019200,train
9996_0001_062489,train
9996_0001_022625,train
9996_0001_051794,train
9996_0001_111966,train
9996_0001_009981,train
9996_0001_087569,train
9996_0001_058291,train
9996_0001_055447,train
9996_0001_093738,train
9996_0001_086465,train
9996_0001_009819,train
9996_0001_106043,train
9996_0001_080965,train
9996_0001_010792,val
9996_0001_086183,train
9996_0001_023732,train
9996_0001_095493,train
9996_0001_027060,train
9996_0001_052144,train
9996_0001_031308,train
9996_0001_113382,train
9996_0001_117452,train
9996_0001_116147,train
9996_0001_084783,train
9996_0001_078410,train
9996_0001_008939,val
9996_0001_047090,val
9996_0001_116353,train
9996_0001_093321,train
9996_0001_095889,train
9996_0001_085573,train
9996_0001_016502,train
9996_0001_057723,train
9996_0001_012747,train
9996_0001_007441,val
9996_0001_079503,train
9996_0001_020139,train
9996_0001_065369,train
9996_0001_078621,train
9996_0001_112726,train
9996_0001_049089,val
9996_0001_079781,train
9996_0001_010572,val
9996_0001_108720,train
9996_0001_109138,train
9996_0001_071564,train
9996_0001_021165,train
9996_0001_067448,train
9996_0001_089816,train
9996_0001_099106,train
9996_0001_012602,train
9996_0001_040988,train
9996_0001_050742,val
9996_0001_000079,val
9996_0001_103041,train
9996_0001_001704,train
9996_0001_055567,train
9996_0001_021191,train
9996_0001_012793,train
9996_0001_099760,train
9996_0001_085093,train
9996_0001_105702,train
9996_0001_073123,train
9996_0001_007560,train
9996_0001_091396,train
9996_0001_054530,train
9996_0001_063425,train
9996_0001_093993,train
9996_0001_035954,train
9996_0001_057960,train
9996_0001_069115,train
9996_0001_073136,train
9996_0001_094804,train
9996_0001_048365,train
9996_0001_010061,train
9996_0001_013858,train
9996_0001_097733,train
9996_0001_051636,train
9996_0001_040446,train
9996_0001_045955,train
9996_0001_011063,train
9996_0001_110406,train
9996_0001_068313,train
9996_0001_073573,train
9996_0001_087509,train
9996_0001_091235,train
9996_0001_084705,train
9996_0001_073871,train
9996_0001_063154,train
9996_0001_087291,train
9996_0001_008328,train
9996_0001_074864,train
9996_0001_053638,train
9996_0001_086504,train
9996_0001_027612,train
9996_0001_066587,train
9996_0001_066844,train
9996_0001_078928,train
9996_0001_105440,train
9996_0001_047095,val
9996_0001_050169,train
9996_0001_061658,train
9996_0001_104838,train
9996_0001_002966,train
9996_0001_086601,train
9996_0001_053455,train
9996_0001_113708,train
9996_0001_093702,train
9996_0001_076869,train
9996_0001_010148,train
9996_0001_023667,train
9996_0001_096418,train
9996_0001_075386,train
9996_0001_111541,train
9996_0001_068398,train
9996_0001_048834,train
9996_0001_015845,train
9996_0001_074407,train
9996_0001_077166,train
9996_0001_000447,val
9996_0001_116771,train
9996_0001_095526,train
9996_0001_067745,train
9996_0001_109400,train
9996_0001_117550,train
9996_0001_076757,train
9996_0001_064354,train
9996_0001_103118,train
9996_0001_057178,train
9996_0001_049163,val
9996_0001_106212,train
9996_0001_078600,train
9996_0001_022936,train
9996_0001_075870,train
9996_0001_070044,train
9996_0001_111042,train
9996_0001_082475,train
9996_0001_116588,train
9996_0001_063814,train
9996_0001_057406,train
9996_0001_059988,train
9996_0001_001323,train
9996_0001_031663,train
9996_0001_024313,train
9996_0001_073841,train
9996_0001_028660,train
9996_0001_074350,train
9996_0001_095269,train
9996_0001_023268,train
9996_0001_007339,val
9996_0001_002375,train
9996_0001_061620,train
9996_0001_113204,train
9996_0001_090824,train
9996_0001_083393,train
9996_0001_099808,train
9996_0001_008326,train
9996_0001_012640,train
9996_0001_073361,train
9996_0001_024334,train
9996_0001_100552,train
9996_0001_055774,train
9996_0001_070318,train
9996_0001_093070,train
9996_0001_062278,train
9996_0001_019241,train
9996_0001_114426,train
9996_0001_092820,train
9996_0001_032620,train
9996_0001_009581,train
9996_0001_004939,val
9996_0001_114618,train
9996_0001_078954,train
9996_0001_021067,train
9996_0001_108246,train
9996_0001_020207,train
9996_0001_112199,train
9996_0001_009206,train
9996_0001_104737,train
9996_0001_101445,train
9996_0001_085375,train
9996_0001_016556,train
9996_0001_052702,train
9996_0001_061691,train
9996_0001_087129,train
9996_0001_021074,train
9996_0001_113762,train
9996_0001_049493,val
9996_0001_076450,train
9996_0001_047886,train
9996_0001_089404,train
9996_0001_069530,train
9996_0001_020387,train
9996_0001_118298,train
9996_0001_005373,val
9996_0001_102323,train
9996_0001_088565,train
9996_0001_009139,val
9996_0001_006745,train
9996_0001_031719,train
9996_0001_011863,train
9996_0001_076852,train
9996_0001_002696,val
9996_0001_000521,val
9996_0001_053112,train
9996_0001_081017,train
9996_0001_084445,train
9996_0001_067715,train
9996_0001_056996,train
9996_0001_051481,train
9996_0001_106010,train
9996_0001_049094,val
9996_0001_032987,train
9996_0001_071050,train
9996_0001_100375,train
9996_0001_014574,val
9996_0001_012597,train
9996_0001_009143,val
9996_0001_079894,train
9996_0001_023224,train
9996_0001_103046,train
9996_0001_062784,train
9996_0001_100759,train
9996_0001_005001,train
9996_0001_060787,train
9996_0001_053390,train
9996_0001_063196,train
9996_0001_104112,train
9996_0001_104374,train
9996_0001_023941,train
9996_0001_107902,train
9996_0001_068148,train
9996_0001_011744,train
9996_0001_093538,train
9996_0001_046087,train
9996_0001_045367,val
9996_0001_059357,train
9996_0001_016616,train
9996_0001_032386,train
9996_0001_005271,val
9996_0001_100672,train
9996_0001_117471,train
9996_0001_064857,train
9996_0001_023432,train
9996_0001_040517,train
9996_0001_078080,train
9996_0001_058675,train
9996_0001_053563,train
9996_0001_087010,train
9996_0001_042179,train
9996_0001_092475,train
9996_0001_094927,train
9996_0001_027121,train
9996_0001_097908,train
9996_0001_080131,train
9996_0001_065661,train
9996_0001_050378,train
9996_0001_085318,train
9996_0001_008169,train
9996_0001_113467,train
9996_0001_108416,train
9996_0001_067903,train
9996_0001_089336,train
9996_0001_084404,train
9996_0001_095132,train
9996_0001_086832,train
9996_0001_060222,train
9996_0001_023305,train
9996_0001_069728,train
9996_0001_032899,train
9996_0001_032031,train
9996_0001_064123,train
9996_0001_110285,train
9996_0001_075667,train
9996_0001_018476,val
9996_0001_087378,train
9996_0001_072022,train
9996_0001_032231,train
9996_0001_012113,train
9996_0001_067694,train
9996_0001_055159,train
9996_0001_019085,train
9996_0001_113678,train
9996_0001_105965,train
9996_0001_068062,train
9996_0001_015605,train
9996_0001_023751,train
9996_0001_060244,train
9996_0001_073086,train
9996_0001_014763,val
9996_0001_072864,train
9996_0001_032006,train
9996_0001_089735,train
9996_0001_090815,train
9996_0001_049171,val
9996_0001_017893,train
9996_0001_049771,val
9996_0001_064615,train
9996_0001_012375,train
9996_0001_096812,train
9996_0001_045293,val
9996_0001_063669,train
9996_0001_061120,train
9996_0001_054030,train
9996_0001_021392,train
9996_0001_069360,train
9996_0001_013422,train
9996_0001_000605,val
9996_0001_022742,train
9996_0001_054854,train
9996_0001_074760,train
9996_0001_005608,val
9996_0001_010568,train
